manv,hoten,phai,ngsinh,cmnd,que,sdt,cstyt,vaitro,chuyenkhoa,matkhau
NV002251,Cong Ba Nam,0,8/3/1965,79301002251,Tay Ninh,386126851,CS000034,Nghien cuu,KH000003,NV002251
NV002252,Quach Duc Nhiem,1,6/27/1966,79301002252,Ca Mau,790313431,CS000034,Nghien cuu,KH000021,NV002252
NV002253,Ho Hong Huyen,0,10/27/1957,79301002253,Quang Binh,911338047,CS000034,Nghien cuu,KH000008,NV002253
NV002254,La Thai Va,1,1/15/1978,79301002254,Dien Bien,563605131,CS000034,Nghien cuu,KH000019,NV002254
NV002255,Lac Vinh Sang,0,5/31/1984,79301002255,Soc Trang,976107548,CS000034,Nghien cuu,KH000003,NV002255
NV002256,Ngo Kim Cat,1,2/20/1972,79301002256,Quang Tri,787452854,CS000035,Nghien cuu,KH000006,NV002256
NV002257,La Tan Cuc,0,7/31/1999,79301002257,Hai Duong,353841467,CS000035,Nghien cuu,KH000017,NV002257
NV002258,Quan Xuan Nghiem,1,5/20/1981,79301002258,Binh Phuoc,821614837,CS000035,Nghien cuu,KH000010,NV002258
NV002259,Lac Duy Hai,1,5/25/1998,79301002259,Khanh Hoa,354285213,CS000035,Nghien cuu,KH000010,NV002259
NV002260,Le  Viet Chu,0,8/18/1996,79301002260,An Giang,908443506,CS000035,Nghien cuu,KH000020,NV002260
NV002261,Huong Tan Ba,0,1/3/1965,79301002261,Phu Yen,943277032,CS000035,Nghien cuu,KH000003,NV002261
NV002262,Quan Van Luyen,0,6/22/1960,79301002262,Thai Nguyen,335172641,CS000035,Nghien cuu,KH000011,NV002262
NV002263,Do Le Sinh,1,12/27/1969,79301002263,Lam Dong,910540226,CS000035,Nghien cuu,KH000010,NV002263
NV002264,Duong Vuong Pham,0,7/8/1965,79301002264,Son La,370314185,CS000035,Nghien cuu,KH000022,NV002264
NV002265,Phi Anh Nghiem,1,8/14/2000,79301002265,Tien Giang,568244288,CS000035,Nghien cuu,KH000001,NV002265
NV002266,Chu Thanh An,0,1/1/1992,79301002266,Tien Giang,325501354,CS000035,Nghien cuu,KH000020,NV002266
NV002267,Quang Thanh Chinh,1,10/2/1981,79301002267,Soc Trang,366582782,CS000035,Nghien cuu,KH000025,NV002267
NV002268,Phi Vinh Tho,0,2/2/1971,79301002268,Hai Phong,826758281,CS000035,Nghien cuu,KH000025,NV002268
NV002269,Bui Anh Sinh,1,5/7/1979,79301002269,Ha Noi,564575073,CS000035,Nghien cuu,KH000013,NV002269
NV002270,Hua Dieu Cung,0,2/28/1951,79301002270,Tien Giang,938630306,CS000035,Nghien cuu,KH000023,NV002270
NV002271,Ly Dinh Binh,1,5/24/1997,79301002271,Tien Giang,912160123,CS000035,Nghien cuu,KH000024,NV002271
NV002272,Phi Ha Lam,1,11/10/1968,79301002272,Yen Bai,368153140,CS000035,Nghien cuu,KH000012,NV002272
NV002273,Pham Thu Hung,1,6/5/1953,79301002273,Quang Tri,973801038,CS000035,Nghien cuu,KH000025,NV002273
NV002274,Hinh Duc Sinh,1,12/26/1982,79301002274,Hai Phong,993275231,CS000035,Nghien cuu,KH000008,NV002274
NV002275,Duong Quang Boc,0,2/26/1981,79301002275,Quang Binh,587444886,CS000035,Nghien cuu,KH000010,NV002275
NV002276,Bui Le Kien,0,7/30/2000,79301002276,Thanh Hoa,928038825,CS000035,Nghien cuu,KH000018,NV002276
NV002277,Trung Dai Khoan,0,11/23/1954,79301002277,An Giang,767205167,CS000035,Nghien cuu,KH000011,NV002277
NV002278,Hua Vuong Thuan,1,2/22/1960,79301002278,Can Tho,810037320,CS000035,Nghien cuu,KH000012,NV002278
NV002279,Bui Duy Phuc,0,5/24/1978,79301002279,Bac Ninh,338153356,CS000035,Nghien cuu,KH000001,NV002279
NV002280,Khuong Thanh Luyen,0,1/30/1977,79301002280,Ha Noi,388225384,CS000035,Nghien cuu,KH000004,NV002280
NV002281,Lang Gia Thu,0,9/19/1967,79301002281,Quang Nam,330712324,CS000035,Nghien cuu,KH000012,NV002281
NV002282,Trung Vuong Thinh,0,10/1/1976,79301002282,Ca Mau,770423853,CS000035,Nghien cuu,KH000006,NV002282
NV002283,Chu Nhu Minh,0,11/19/1952,79301002283,Gia Lai,323653282,CS000035,Nghien cuu,KH000014,NV002283
NV002284,Lang The Lam,0,2/11/1964,79301002284,Quang Nam,346427011,CS000035,Nghien cuu,KH000001,NV002284
NV002285,Bui Thu Nga,1,12/3/1984,79301002285,Hai Phong,782677016,CS000035,Nghien cuu,KH000019,NV002285
NV002286,Lanh Xuan Kiet,1,10/19/1974,79301002286,Nam Dinh,777425342,CS000035,Nghien cuu,KH000015,NV002286
NV002287,Ly Viet Hai,0,8/5/1952,79301002287,Can Tho,928588785,CS000035,Nghien cuu,KH000014,NV002287
NV002288,Vo Huy Anh,1,3/1/1984,79301002288,Bac Ninh,593536863,CS000035,Nghien cuu,KH000004,NV002288
NV002289,Nguyen  Le Ba,1,9/19/1967,79301002289,Quang Ninh,787048845,CS000035,Nghien cuu,KH000020,NV002289
NV002290,Sam Dieu Boc,0,1/10/1961,79301002290,Ha Nam,585363541,CS000035,Nghien cuu,KH000012,NV002290
NV002291,Do Gia Dao,1,6/20/1959,79301002291,Dak Lak,378113523,CS000035,Nghien cuu,KH000010,NV002291
NV002292,Phuong Duy Cong,0,6/12/1968,79301002292,Long An,810831442,CS000035,Nghien cuu,KH000015,NV002292
NV002293,Trung Mai Thinh,1,3/27/1960,79301002293,Binh Thuan,790504073,CS000035,Nghien cuu,KH000008,NV002293
NV002294,Ho Tan Bich,0,11/14/1969,79301002294,Lam Dong,991581513,CS000035,Nghien cuu,KH000024,NV002294
NV002295,Quang Hung Kiet,0,11/21/1959,79301002295,Bac Kan,982454847,CS000035,Nghien cuu,KH000011,NV002295
NV002296,Ngo Dinh Vinh,0,2/16/1965,79301002296,Lang Son,826878741,CS000035,Nghien cuu,KH000015,NV002296
NV002297,Huong Trong Chuc,1,11/22/1977,79301002297,Thai Nguyen,770612847,CS000035,Nghien cuu,KH000014,NV002297
NV002298,Binh Anh Duyen,1,11/5/1977,79301002298,Kon Tum,817316160,CS000035,Nghien cuu,KH000019,NV002298
NV002299,Phuong Anh Chinh,0,6/16/1960,79301002299,Tay Ninh,850212408,CS000035,Nghien cuu,KH000001,NV002299
NV002300,Le  Thu Khoan,0,3/10/1997,79301002300,Ha Noi,922458175,CS000035,Nghien cuu,KH000024,NV002300
NV002301,Chu Anh Cao,0,10/13/1954,79301002301,Dong Nai,915066020,CS000035,Nghien cuu,KH000017,NV002301
NV002302,Quach Thu Loan,0,12/26/1971,79301002302,Dien Bien,343588808,CS000035,Nghien cuu,KH000025,NV002302
NV002303,Trung Vinh Nham,0,6/18/1976,79301002303,Ha Giang,355771344,CS000035,Nghien cuu,KH000025,NV002303
NV002304,Ngo Phu Boc,0,3/22/1994,79301002304,Thanh Hoa,348544232,CS000035,Nghien cuu,KH000020,NV002304
NV002305,Ngo Xuan Minh,1,7/16/1958,79301002305,Bac Ninh,974604516,CS000035,Nghien cuu,KH000008,NV002305
NV002306,Vu Thai Thy,1,9/16/1952,79301002306,Hai Phong,824113360,CS000036,Nghien cuu,KH000014,NV002306
NV002307,Thinh Phu Quynh,0,5/5/1981,79301002307,Quang Nam,855467532,CS000036,Nghien cuu,KH000017,NV002307
NV002308,Ho Huy Lam,1,1/7/1992,79301002308,Hai Duong,976034103,CS000036,Nghien cuu,KH000025,NV002308
NV002309,Chung Hung Thy,0,4/9/1988,79301002309,Dien Bien,847088136,CS000036,Nghien cuu,KH000023,NV002309
NV002310,Khuong Duy Ly,0,3/9/1958,79301002310,Phu Yen,826313011,CS000036,Nghien cuu,KH000001,NV002310
NV002311,Hoang Minh Khoan,0,3/17/1951,79301002311,Phu Tho,885148684,CS000036,Nghien cuu,KH000006,NV002311
NV002312,Ly Thong Luong,0,2/12/1978,79301002312,Dak Nong,993371223,CS000036,Nghien cuu,KH000018,NV002312
NV002313,Pham Vinh Hai,0,1/12/1978,79301002313,Tuyen Quang,361333704,CS000036,Nghien cuu,KH000020,NV002313
NV002314,Cong Ha Dung,1,7/15/1994,79301002314,An Giang,890237705,CS000036,Nghien cuu,KH000016,NV002314
NV002315,Thinh Vuong Duyen,0,9/3/1954,79301002315,Lam Dong,794078483,CS000036,Nghien cuu,KH000009,NV002315
NV002316,Hoang Kim Bang,0,10/17/1961,79301002316,Phu Tho,375305367,CS000036,Nghien cuu,KH000024,NV002316
NV002317,Huong Quang Thoa,1,10/1/1953,79301002317,Gia Lai,341346526,CS000036,Nghien cuu,KH000015,NV002317
NV002318,Lac Thanh Quang,1,12/20/1953,79301002318,Ninh Binh,586881537,CS000036,Nghien cuu,KH000024,NV002318
NV002319,Ngo Phu Danh,1,12/17/1995,79301002319,Hoa Binh,324306721,CS000036,Nghien cuu,KH000006,NV002319
NV002320,Nguyen  An Khuong,0,1/13/1989,79301002320,Lang Son,375325784,CS000036,Nghien cuu,KH000016,NV002320
NV002321,Ngo Tan Hong,0,4/16/1980,79301002321,Quang Tri,780888823,CS000036,Nghien cuu,KH000012,NV002321
NV002322,Vu Thu Tho,0,11/14/1981,79301002322,Lam Dong,911636322,CS000036,Nghien cuu,KH000025,NV002322
NV002323,Chu Anh Chinh,1,9/19/1958,79301002323,Ca Mau,842267602,CS000036,Nghien cuu,KH000018,NV002323
NV002324,Lanh Dang Bang,0,5/27/1961,79301002324,Hai Duong,708307137,CS000036,Nghien cuu,KH000006,NV002324
NV002325,Chau Trong Hai,1,10/17/1988,79301002325,Lai Chau,384536432,CS000036,Nghien cuu,KH000014,NV002325
NV002326,Ly Xuan Niem,1,7/10/1979,79301002326,Tra Vinh,926510547,CS000036,Nghien cuu,KH000001,NV002326
NV002327,Lac The Sang,1,1/21/1952,79301002327,Ha Tinh,991455057,CS000036,Nghien cuu,KH000015,NV002327
NV002328,Chu Nhu Sinh,1,10/16/1969,79301002328,Bac Lieu,912531650,CS000036,Nghien cuu,KH000008,NV002328
NV002329,Thinh Duy Cat,0,1/9/1992,79301002329,Ha Noi,355508714,CS000036,Nghien cuu,KH000004,NV002329
NV002330,Chau Duy Hien,1,5/22/1989,79301002330,Thanh Hoa,910784170,CS000036,Nghien cuu,KH000003,NV002330
NV002331,Binh Duc Khoi,0,10/3/1957,79301002331,Dak Nong,856331751,CS000036,Nghien cuu,KH000012,NV002331
NV002332,Vo Minh Hai,1,10/18/1967,79301002332,Hau Giang,815338272,CS000036,Nghien cuu,KH000012,NV002332
NV002333,Lang Mai Lam,0,4/10/1960,79301002333,Lang Son,843757167,CS000036,Nghien cuu,KH000001,NV002333
NV002334,Trung Ba Chi,0,8/12/1971,79301002334,Quang Tri,356388826,CS000036,Nghien cuu,KH000008,NV002334
NV002335,Lang Hieu Hue,1,1/2/1970,79301002335,Hoa Binh,946210085,CS000036,Nghien cuu,KH000018,NV002335
NV002336,Duong Dang Ba,0,4/3/1970,79301002336,Thai Nguyen,964613243,CS000036,Nghien cuu,KH000001,NV002336
NV002337,Nguyen  Gia Lam,0,5/31/1990,79301002337,Ninh Thuan,937422862,CS000036,Nghien cuu,KH000021,NV002337
NV002338,Lanh Hieu Minh,1,4/1/1988,79301002338,Thanh Hoa,855628561,CS000036,Nghien cuu,KH000006,NV002338
NV002339,Ngo Phu Dung,0,5/23/1970,79301002339,Ho Chi Minh,775808081,CS000036,Nghien cuu,KH000012,NV002339
NV002340,Ngo Dang Bich,1,10/2/1955,79301002340,Son La,383070363,CS000036,Nghien cuu,KH000024,NV002340
NV002341,La Quo Nham,0,7/18/1973,79301002341,Phu Tho,383833068,CS000036,Nghien cuu,KH000003,NV002341
NV002342,Duong The Chuong,1,5/31/1957,79301002342,Ben Tre,833632100,CS000036,Nghien cuu,KH000024,NV002342
NV002343,Phung Hieu Huong,0,6/15/1951,79301002343,Ha Tinh,762587433,CS000036,Nghien cuu,KH000023,NV002343
NV002344,Bui Le Dung,0,8/25/1961,79301002344,Hai Phong,582283081,CS000036,Nghien cuu,KH000021,NV002344
NV002345,Quach Hung Chuong,0,10/5/1976,79301002345,Da Nang,926016477,CS000036,Nghien cuu,KH000003,NV002345
NV002346,Phi Thu Danh,0,1/9/1983,79301002346,Binh Dinh,591886816,CS000036,Nghien cuu,KH000004,NV002346
NV002347,Ho Mai Danh,1,2/26/1967,79301002347,Phu Tho,966121074,CS000036,Nghien cuu,KH000019,NV002347
NV002348,Hinh Minh Xuong,1,5/26/1964,79301002348,Dong Thap,845806027,CS000036,Nghien cuu,KH000002,NV002348
NV002349,Hinh Trong Nguyet,0,6/9/1968,79301002349,Bac Giang,595563718,CS000036,Nghien cuu,KH000007,NV002349
NV002350,Tran Dinh Hue,0,3/22/1975,79301002350,Thai Nguyen,350262657,CS000036,Nghien cuu,KH000019,NV002350
NV002351,Ngo Hieu Nam,1,10/28/1964,79301002351,Can Tho,336833238,CS000036,Nghien cuu,KH000005,NV002351
NV002352,Ngo Xuan Hanh,0,3/2/1976,79301002352,Hung Yen,976434341,CS000036,Nghien cuu,KH000014,NV002352
NV002353,Bui Thi Loan,0,5/29/1964,79301002353,Lao Cai,853357852,CS000036,Nghien cuu,KH000015,NV002353
NV002354,Quan Viet Nga,0,4/10/1965,79301002354,Vinh Long,860313515,CS000036,Nghien cuu,KH000013,NV002354
NV002355,Ho Mai Chuong,0,10/11/1985,79301002355,Quang Tri,382274443,CS000036,Nghien cuu,KH000020,NV002355
NV002356,Chau Thanh Thoa,1,10/23/1994,79301002356,Ha Giang,783134257,CS000037,Nghien cuu,KH000010,NV002356
NV002357,Le  Dang Quynh,0,7/2/1978,79301002357,Lang Son,860347643,CS000037,Nghien cuu,KH000020,NV002357
NV002358,Phuong Kim Kien,0,2/21/2000,79301002358,Cao Bang,901728348,CS000037,Nghien cuu,KH000025,NV002358
NV002359,Duong Hoang Hue,1,7/13/1966,79301002359,Kien Giang,371658584,CS000037,Nghien cuu,KH000023,NV002359
NV002360,Phung Dieu Xuong,0,10/26/1954,79301002360,Lang Son,936822714,CS000037,Nghien cuu,KH000004,NV002360
NV002361,Phan Anh Cuong,1,7/24/1977,79301002361,Quang Ninh,343850833,CS000037,Nghien cuu,KH000025,NV002361
NV002362,Sam Hieu Chau,0,1/11/1960,79301002362,Thai Nguyen,762371463,CS000037,Nghien cuu,KH000024,NV002362
NV002363,Lanh Vinh Chau,0,11/22/1990,79301002363,Gia Lai,596158687,CS000037,Nghien cuu,KH000007,NV002363
NV002364,Chung An Phuc,1,1/17/1987,79301002364,Thua Thien-Hue,778380776,CS000037,Nghien cuu,KH000001,NV002364
NV002365,Chau Dieu Huong,0,3/14/1981,79301002365,Can Tho,990448670,CS000037,Nghien cuu,KH000010,NV002365
NV002366,Ngo Mai Huong,1,2/21/1990,79301002366,Thai Nguyen,921731401,CS000037,Nghien cuu,KH000001,NV002366
NV002367,Bach Thong Ban,0,1/24/1958,79301002367,Hoa Binh,938571605,CS000037,Nghien cuu,KH000014,NV002367
NV002368,Ly An Nguyet,0,4/24/1992,79301002368,An Giang,994025024,CS000037,Nghien cuu,KH000017,NV002368
NV002369,Bui Thanh Bach,1,9/15/1961,79301002369,Dong Thap,380853830,CS000037,Nghien cuu,KH000015,NV002369
NV002370,Lang Anh Hung,0,1/2/1966,79301002370,Binh Thuan,388471121,CS000037,Nghien cuu,KH000025,NV002370
NV002371,Thinh Phu Bich,1,7/23/1996,79301002371,Binh Duong,961780163,CS000037,Nghien cuu,KH000014,NV002371
NV002372,Phan Dang Xuong,0,1/20/1963,79301002372,Dak Lak,790251677,CS000037,Nghien cuu,KH000010,NV002372
NV002373,Trung Hung Au,0,4/2/1976,79301002373,Binh Thuan,881673880,CS000037,Nghien cuu,KH000019,NV002373
NV002374,Lac Thu Quang,0,7/19/1991,79301002374,Ha Nam,818706107,CS000037,Nghien cuu,KH000009,NV002374
NV002375,Hinh Le Loan,0,4/19/1959,79301002375,Hau Giang,331685617,CS000037,Nghien cuu,KH000021,NV002375
NV002376,Pham Thanh Bach,1,4/3/1955,79301002376,Tuyen Quang,377222160,CS000037,Nghien cuu,KH000012,NV002376
NV002377,Phung Hong Thuong,1,9/12/1971,79301002377,Quang Nam,856535438,CS000037,Nghien cuu,KH000002,NV002377
NV002378,Chu Vuong Phuong,1,2/8/1995,79301002378,Tay Ninh,563170317,CS000037,Nghien cuu,KH000025,NV002378
NV002379,Lanh Thong Bich,0,8/30/1952,79301002379,Hung Yen,596261714,CS000037,Nghien cuu,KH000010,NV002379
NV002380,Thinh Minh Hong,0,12/18/1968,79301002380,Binh Phuoc,927041258,CS000037,Nghien cuu,KH000001,NV002380
NV002381,Le  Quang Vinh,1,8/28/1959,79301002381,Lang Son,960612863,CS000037,Nghien cuu,KH000018,NV002381
NV002382,Nguyen  Huy Minh,0,4/8/1987,79301002382,Soc Trang,810662372,CS000037,Nghien cuu,KH000017,NV002382
NV002383,Binh Duy Thinh,0,5/16/1981,79301002383,Ben Tre,830765554,CS000037,Nghien cuu,KH000007,NV002383
NV002384,Bach Anh Vuong,0,12/16/1950,79301002384,Phu Tho,776825183,CS000037,Nghien cuu,KH000004,NV002384
NV002385,Thinh Hong Hiep,0,5/2/1998,79301002385,Vinh Long,998441476,CS000037,Nghien cuu,KH000003,NV002385
NV002386,Binh Dang Canh,0,2/8/1975,79301002386,An Giang,585324823,CS000037,Nghien cuu,KH000014,NV002386
NV002387,Vo Duy Niem,1,6/27/1960,79301002387,Lao Cai,353861257,CS000037,Nghien cuu,KH000018,NV002387
NV002388,Binh Dinh Huong,0,9/7/1986,79301002388,Vinh Long,992830471,CS000037,Nghien cuu,KH000014,NV002388
NV002389,Vu Thanh Cao,1,4/21/1971,79301002389,Yen Bai,990533786,CS000037,Nghien cuu,KH000021,NV002389
NV002390,Thinh Nhu Dao,0,11/23/1986,79301002390,Bac Giang,813613355,CS000037,Nghien cuu,KH000001,NV002390
NV002391,Tran Hung Chinh,1,3/17/1997,79301002391,Ba Ria-Vung Tau,902682000,CS000037,Nghien cuu,KH000003,NV002391
NV002392,Khuong Vinh Anh,1,12/24/2000,79301002392,Vinh Long,396211555,CS000037,Nghien cuu,KH000021,NV002392
NV002393,Huynh Ngoc Thinh,1,3/13/1985,79301002393,Nam Dinh,817040412,CS000037,Nghien cuu,KH000023,NV002393
NV002394,Chu Vinh Manh,0,2/27/1952,79301002394,Gia Lai,795388708,CS000037,Nghien cuu,KH000022,NV002394
NV002395,Chau Ha Cong,1,7/20/1965,79301002395,Gia Lai,915747264,CS000037,Nghien cuu,KH000002,NV002395
NV002396,La Quo Cat,1,11/25/1990,79301002396,Tra Vinh,338467212,CS000037,Nghien cuu,KH000006,NV002396
NV002397,Phung Thong Xuong,1,12/14/1984,79301002397,Soc Trang,866680454,CS000037,Nghien cuu,KH000022,NV002397
NV002398,Phuong Vinh Phong,0,7/8/1971,79301002398,Ha Noi,367805675,CS000037,Nghien cuu,KH000004,NV002398
NV002399,Lac Tan Thuan,0,9/3/1999,79301002399,Khanh Hoa,855186422,CS000037,Nghien cuu,KH000006,NV002399
NV002400,Chau Gia Huong,1,10/27/1976,79301002400,Ben Tre,982324064,CS000037,Nghien cuu,KH000016,NV002400
NV002401,Binh Thong Chau,0,5/18/1952,79301002401,Lam Dong,766755712,CS000037,Nghien cuu,KH000018,NV002401
NV002402,Hoang Quang Thy,1,9/9/1973,79301002402,Ho Chi Minh,928803117,CS000037,Nghien cuu,KH000012,NV002402
NV002403,Vu Gia Anh,0,3/17/1970,79301002403,Can Tho,831606073,CS000037,Nghien cuu,KH000016,NV002403
NV002404,Sam Huy Yen,1,2/9/1979,79301002404,Lang Son,865514318,CS000037,Nghien cuu,KH000013,NV002404
NV002405,Phi Ngoc Bach,0,2/20/1975,79301002405,Lai Chau,597160812,CS000037,Nghien cuu,KH000001,NV002405
NV002406,La Le Sang,0,3/4/1999,79301002406,Nghe An,842026277,CS000038,Nghien cuu,KH000007,NV002406
NV002407,Sam Hoang Tho,1,9/16/1963,79301002407,Dong Thap,773186355,CS000038,Nghien cuu,KH000006,NV002407
NV002408,Phung Gia Hue,1,4/24/1972,79301002408,Hung Yen,996424246,CS000038,Nghien cuu,KH000001,NV002408
NV002409,Phan Hieu Ai,1,5/25/1955,79301002409,Binh Phuoc,796355513,CS000038,Nghien cuu,KH000020,NV002409
NV002410,Hua Hong Bang,0,3/28/1970,79301002410,Quang Binh,324104067,CS000038,Nghien cuu,KH000019,NV002410
NV002411,Chau Gia Duyen,1,6/17/1968,79301002411,Phu Tho,346301616,CS000038,Nghien cuu,KH000022,NV002411
NV002412,Ly Quo Chuc,0,12/22/1971,79301002412,Long An,856455044,CS000038,Nghien cuu,KH000005,NV002412
NV002413,Lang Trong Bich,1,9/27/1971,79301002413,Dong Nai,778865075,CS000038,Nghien cuu,KH000023,NV002413
NV002414,Dang Kim Song,1,2/15/1979,79301002414,Tien Giang,842438117,CS000038,Nghien cuu,KH000020,NV002414
NV002415,Duong Viet Chanh,0,5/5/1958,79301002415,Da Nang,908077381,CS000038,Nghien cuu,KH000019,NV002415
NV002416,Bui Thu Thoa,1,9/22/1968,79301002416,Yen Bai,973434855,CS000038,Nghien cuu,KH000016,NV002416
NV002417,Duong An Chinh,0,2/7/1951,79301002417,Tay Ninh,935685156,CS000038,Nghien cuu,KH000025,NV002417
NV002418,Huong Thai Canh,1,11/26/1972,79301002418,Tuyen Quang,963120856,CS000038,Nghien cuu,KH000001,NV002418
NV002419,Bach Dinh Hien,0,6/14/1989,79301002419,Ha Nam,561848031,CS000038,Nghien cuu,KH000009,NV002419
NV002420,Phung Dinh Son,0,10/9/1980,79301002420,Tay Ninh,860488665,CS000038,Nghien cuu,KH000002,NV002420
NV002421,Chau Hung Song,0,2/5/1958,79301002421,Phu Yen,970610713,CS000038,Nghien cuu,KH000013,NV002421
NV002422,Huong Dieu Quoc,1,8/1/1953,79301002422,Tra Vinh,366800305,CS000038,Nghien cuu,KH000017,NV002422
NV002423,Huong Phu Nghiem,0,12/30/1981,79301002423,Long An,812672582,CS000038,Nghien cuu,KH000016,NV002423
NV002424,Binh Hung Dung,0,9/11/1957,79301002424,Ha Nam,855008186,CS000038,Nghien cuu,KH000019,NV002424
NV002425,Lang Thu Phe,1,5/12/1967,79301002425,Ba Ria-Vung Tau,364327101,CS000038,Nghien cuu,KH000006,NV002425
NV002426,Tran Nhu Chinh,0,5/29/1952,79301002426,Ba Ria-Vung Tau,938540280,CS000038,Nghien cuu,KH000012,NV002426
NV002427,Phi Dang Vuong,1,6/22/1966,79301002427,Ninh Binh,592207230,CS000038,Nghien cuu,KH000021,NV002427
NV002428,Quang Ha Lam,1,11/24/1950,79301002428,Lang Son,943625460,CS000038,Nghien cuu,KH000001,NV002428
NV002429,Nguyen  Dai Niem,0,9/26/1964,79301002429,Gia Lai,383058563,CS000038,Nghien cuu,KH000005,NV002429
NV002430,La Nhu Kien,0,3/16/1962,79301002430,Vinh Long,397380806,CS000038,Nghien cuu,KH000015,NV002430
NV002431,Thinh Kim Canh,1,12/24/1985,79301002431,Phu Tho,998217146,CS000038,Nghien cuu,KH000023,NV002431
NV002432,Tran Thai Hiep,1,11/18/1985,79301002432,Vinh Phuc,371886362,CS000038,Nghien cuu,KH000020,NV002432
NV002433,Hinh Dang Dao,0,12/31/1989,79301002433,Binh Dinh,814882840,CS000038,Nghien cuu,KH000005,NV002433
NV002434,Lang Thanh Song,0,11/22/1966,79301002434,Ninh Thuan,772488642,CS000038,Nghien cuu,KH000024,NV002434
NV002435,Phan Duc Ba,1,6/12/1973,79301002435,Long An,998538681,CS000038,Nghien cuu,KH000001,NV002435
NV002436,Lang Quo Kien,0,9/12/1978,79301002436,Quang Ninh,987764575,CS000038,Nghien cuu,KH000018,NV002436
NV002437,Huong Hong Hong,0,3/15/1987,79301002437,Dak Lak,844666581,CS000038,Nghien cuu,KH000011,NV002437
NV002438,Phuong Quo Nguyen,0,6/17/1974,79301002438,Bac Ninh,765574742,CS000038,Nghien cuu,KH000004,NV002438
NV002439,Chau Ngoc Cuc,0,4/9/1997,79301002439,Dak Nong,368353552,CS000038,Nghien cuu,KH000022,NV002439
NV002440,Hoang Hung Ai,0,2/2/1988,79301002440,Lam Dong,774731657,CS000038,Nghien cuu,KH000018,NV002440
NV002441,Huynh Duc Duyen,0,12/27/1981,79301002441,Bac Ninh,897378707,CS000038,Nghien cuu,KH000008,NV002441
NV002442,Nguyen  Dinh Cat,0,6/19/1955,79301002442,Vinh Phuc,591413262,CS000038,Nghien cuu,KH000009,NV002442
NV002443,Pham Thi Son,0,4/5/1978,79301002443,Dong Thap,920541132,CS000038,Nghien cuu,KH000015,NV002443
NV002444,Truon Minh Hai,0,10/30/1950,79301002444,Ha Nam,943848784,CS000038,Nghien cuu,KH000015,NV002444
NV002445,Hinh Ha Vuong,1,2/24/1977,79301002445,Khanh Hoa,703248722,CS000038,Nghien cuu,KH000017,NV002445
NV002446,Quach Dieu Lang,1,7/6/1960,79301002446,Ho Chi Minh,381353368,CS000038,Nghien cuu,KH000015,NV002446
NV002447,Huong Thi Suong,0,4/1/1991,79301002447,Ninh Thuan,963837085,CS000038,Nghien cuu,KH000002,NV002447
NV002448,Bach Van Luyen,0,1/4/1984,79301002448,Quang Ngai,761735307,CS000038,Nghien cuu,KH000009,NV002448
NV002449,Lac Nhu Chanh,1,10/6/1996,79301002449,Thanh Hoa,383876877,CS000038,Nghien cuu,KH000011,NV002449
NV002450,Phan An Lieu,1,3/5/1999,79301002450,Thanh Hoa,966157522,CS000038,Nghien cuu,KH000017,NV002450
NV002451,Pham Dai Phi,1,5/2/1950,79301002451,Can Tho,884372716,CS000038,Nghien cuu,KH000014,NV002451
NV002452,Lac Kim Va,1,4/19/1961,79301002452,Dong Nai,978315475,CS000038,Nghien cuu,KH000005,NV002452
NV002453,Dang Dang Khoan,0,5/13/1966,79301002453,Kon Tum,591416601,CS000038,Nghien cuu,KH000013,NV002453
NV002454,Chung Ba Huy,1,2/8/1959,79301002454,Binh Thuan,353675341,CS000038,Nghien cuu,KH000009,NV002454
NV002455,Truon Dinh Huy,0,3/30/1962,79301002455,Ha Giang,390818004,CS000038,Nghien cuu,KH000019,NV002455
NV002456,Ho Dang Minh,1,5/26/1990,79301002456,Tuyen Quang,592588484,CS000039,Nghien cuu,KH000007,NV002456
NV002457,Hoang Dinh Thuong,0,6/25/1961,79301002457,Thai Binh,885025888,CS000039,Nghien cuu,KH000003,NV002457
NV002458,Le  Minh Khuong,1,5/17/1998,79301002458,Binh Thuan,903104100,CS000039,Nghien cuu,KH000011,NV002458
NV002459,Ngo Duy Khoan,0,5/16/1951,79301002459,Vinh Long,905773244,CS000039,Nghien cuu,KH000012,NV002459
NV002460,Bach Vinh Thuan,0,9/9/1978,79301002460,Ho Chi Minh,585858336,CS000039,Nghien cuu,KH000016,NV002460
NV002461,Truon Van Cuc,0,9/15/1962,79301002461,Phu Yen,923726527,CS000039,Nghien cuu,KH000007,NV002461
NV002462,Quang Ngoc Huy,1,11/28/1976,79301002462,Dak Nong,980174501,CS000039,Nghien cuu,KH000001,NV002462
NV002463,Phung Quang Luong,1,9/5/1967,79301002463,Tuyen Quang,822785023,CS000039,Nghien cuu,KH000018,NV002463
NV002464,Duong Ba Thuan,1,9/17/1951,79301002464,Nghe An,837313335,CS000039,Nghien cuu,KH000010,NV002464
NV002465,Lang Quang Hue,0,2/4/1957,79301002465,Lao Cai,563678518,CS000039,Nghien cuu,KH000022,NV002465
NV002466,Dang Kim Long,0,2/6/1991,79301002466,Ha Nam,933686484,CS000039,Nghien cuu,KH000019,NV002466
NV002467,Pham Vinh Ban,0,10/19/1991,79301002467,Hung Yen,981261083,CS000039,Nghien cuu,KH000025,NV002467
