mabn,macsyt,ten,cmnd,ngsinh,sonha,duong,quan,tinh,tsbenh,tsbenhgd,diung,matkhau
BN007591,CS000018,Hua Thong Nghia,79201007591,1/4/1994,1129,Ho Tung Mau,Ba Dinh,Binh Duong,,Benh tieu duong ,Hon hop cao su den ,BN007591
BN007592,CS000019,Quach Dinh Nghia,79201007592,8/24/1995,2504,Dong Xuan,Tay Ho,Quang Tri,,,,BN007592
BN007593,CS000034,Do Phu Phuc,79201007593,11/5/1987,584,Nguyen Du,Tu Liem,Ha Giang,,,,BN007593
BN007594,CS000019,Ly Hoang Lang,79201007594,6/5/1965,2653,Nam Ky Khoi Nghia,Ngu Hanh Son,Nam Dinh,,Hoi chung Klinefelter,,BN007594
BN007595,CS000036,Huynh Thanh Khoan,79201007595,5/22/1990,1527,Tran Hung Dao,7,Thai Nguyen,,Benh bach tang,,BN007595
BN007596,CS000037,Vu Thanh Anh,79201007596,2/19/1999,4068,Dang Thi Nhu,Hong Bang,Tay Ninh,,,Imidazolidinyl ure,BN007596
BN007597,CS000016,Hoang Mai Khoi,79201007597,11/4/1987,680,De Tham,O Mon,Quang Nam,,Benh bach tang,Quaternium,BN007597
BN007598,CS000036,Hoang Viet Chi,79201007598,2/6/1991,3233,Bach Mai,1,Lai Chau,,,Mercapto hon hop,BN007598
BN007599,CS000016,Chung Dai Thinh,79201007599,8/8/1951,15,Le Thi Rieng,Thanh Khe,Ninh Thuan,,,Hon hop cao su den ,BN007599
BN007600,CS000034,Lanh Dieu Long,79201007600,7/17/1978,568,De La Thanh,9,Vinh Long,,,Disperse blue 106,BN007600
BN007601,CS000011,Le  Kim Hong,79201007601,11/23/1998,872,Cong Quynh ,Binh Thuy,Binh Phuoc,,Hoi chung Turner,Hon hop cao su den ,BN007601
BN007602,CS000012,Ly Duy Huong,79201007602,7/31/1984,2948,Ho Tung Mau,Ha Dong ,Gia Lai,,Hoi chung Turner,Hon hop cao su den ,BN007602
BN007603,CS000034,Do Dinh Dao,79201007603,7/2/1958,4412,Le Loi,5,Thua Thien-Hue,,,,BN007603
BN007604,CS000015,Lac Van Cao,79201007604,6/26/1967,3636,De La Thanh,Cai Rang,Quang Binh,,Benh tieu duong ,,BN007604
BN007605,CS000013,Quach Thanh Cao,79201007605,4/10/1995,2982,Truong Dinh,Binh Thanh,Quang Nam,,Benh dong kinh ,,BN007605
BN007606,CS000004,Ho Hung Suong,79201007606,9/6/1992,1706,Phan Van Truong,Thu Duc,Son La,,Benh tieu duong ,,BN007606
BN007607,CS000002,Duong Kim Ai,79201007607,11/3/1954,3288,Vo Van Kiet,Binh Thanh,Lai Chau,,Benh dong kinh ,,BN007607
BN007608,CS000038,Hua Thu Chuc,79201007608,1/14/1991,1351,Giai Phong,9,Son La,,Benh mu mau ,Mercapto hon hop,BN007608
BN007609,CS000018,Quach Viet Nam,79201007609,5/11/1956,1672,Nguyen Thai Binh,Ba Dinh,Yen Bai,,,Kali diicat,BN007609
BN007610,CS000013,Bach Ngoc Phuong,79201007610,5/20/1975,1588,Phan Van Truong,Hai Chau,Lai Chau,,,Hon hop Carba,BN007610
BN007611,CS000030,Thinh Ha Minh,79201007611,10/28/1977,1655,Nguyen Trung Truc,Ngu Hanh Son,Tuyen Quang,,Hoi chung Turner,Imidazolidinyl ure,BN007611
BN007612,CS000024,Huynh Dai Vy,79201007612,7/30/1972,3391,Le Anh Xuan,Tan Binh,Hai Duong,,,Ethylenediamine,BN007612
BN007613,CS000037,Thinh Duc Huong,79201007613,4/6/1972,4089,Phan Chu Trinh,Do Son,Lai Chau,,,Bronopol,BN007613
BN007614,CS000031,Nguyen  Van Ly,79201007614,10/14/1975,3791,Nguyen Du,Cau Giay,Quang Ninh,,,,BN007614
BN007615,CS000047,Chung Hieu Dao,79201007615,4/9/1958,3118,Pham Hong Thai,Binh Tan,Son La,,Benh mu mau ,,BN007615
BN007616,CS000007,La Thai Suong,79201007616,1/15/1989,4599,Nguyen Thi Minh Khai,Binh Thuy,Ha Tinh,,,,BN007616
BN007617,CS000018,Bach Huy Xuong,79201007617,9/14/1968,2671,Cach Mang Thang Tam,Cai Rang,Long An,,,,BN007617
BN007618,CS000039,Khuong Thai Xuong,79201007618,3/25/1999,3590,Le Lai,2,Bac Lieu,,Benh mu mau ,Imidazolidinyl ure,BN007618
BN007619,CS000009,Thinh Quang Khoa,79201007619,4/18/1957,81,Nam Ky Khoi Nghia,Hoang Sa,Da Nang,,,Budesonide,BN007619
BN007620,CS000035,Hoang Hoang Duyen,79201007620,12/22/1995,4268,Bai Say,Binh Tan,Nghe An,,Hoi chung Down ,Ethylenediamine,BN007620
BN007621,CS000016,Phan Tan Nam,79201007621,2/19/1958,1449,Nguyen Thai Binh,Thu Duc,Phu Yen,,,Diazolidinyl ure,BN007621
BN007622,CS000020,Ly Vuong Quyen,79201007622,1/29/1970,4461,Pham Hong Thai,Hong Bang,Kon Tum,,Benh tieu duong ,Quaternium,BN007622
BN007623,CS000011,Ho Thanh Uyen,79201007623,3/27/1960,1693,Pho Hue,Binh Thanh,Long An,,Hoi chung Down ,Ethylenediamine,BN007623
BN007624,CS000026,Cong Vinh Chuong,79201007624,11/4/1954,845,De Tham,Son Tra,Binh Thuan,,,Budesonide,BN007624
BN007625,CS000012,Chau Dieu Quang,79201007625,9/3/1997,2766,Le Anh Xuan,6,Ho Chi Minh,,Benh dong kinh ,,BN007625
BN007626,CS000033,Phung Phu Chuong,79201007626,5/21/2000,4197,Nguyen Thai Hoc,Cau Giay,Dong Nai,,,Hon hop Carba,BN007626
BN007627,CS000010,Phan Ngoc Phuong,79201007627,2/19/1970,1440,Truong Dinh,11,Phu Yen,,,,BN007627
BN007628,CS000030,Bui Ngoc Anh,79201007628,4/19/1993,2841,Giai Phong,Ngu Hanh Son,Khanh Hoa,,Benh tieu duong ,Balsam của Peru,BN007628
BN007629,CS000046,La Minh Anh,79201007629,3/17/1969,1611,Dang Tran Con,Hai Ba Trung,Lao Cai,,,Budesonide,BN007629
BN007630,CS000009,Ly Trong Ban,79201007630,9/28/1985,358,Vo Van Kiet,10,Ha Giang,,,,BN007630
BN007631,CS000017,Nguyen  Tan Lam,79201007631,4/28/1989,3750,Dang Thi Nhu,4,Ho Chi Minh,,,Diazolidinyl ure,BN007631
BN007632,CS000012,Trung Hieu Thy,79201007632,10/16/1997,3727,Nguyen Thai Hoc,Kien An,Phu Yen,,,Disperse blue 106,BN007632
BN007633,CS000015,Vu Thi Hai,79201007633,4/27/1986,394,Pham Hong Thai,7,Hoa Binh,,,Quaternium,BN007633
BN007634,CS000027,Bach Dang Hong,79201007634,5/8/1962,3095,Phan Van Truong,Hoang Mai,Vinh Long,,Benh dong kinh ,Kali diicat,BN007634
BN007635,CS000025,Chung Ngoc Nhiem,79201007635,12/4/1979,1124,Cach Mang Thang Tam,Binh Tan,Ninh Binh,,Benh mu mau ,,BN007635
BN007636,CS000024,Bach Dai Son,79201007636,10/19/1971,4293,Nguyen Thi Minh Khai,Son Tra,Dien Bien,,Cao huyet ap,,BN007636
BN007637,CS000015,Cong Nhu Danh,79201007637,8/22/1976,3594,Dang Tran Con,Thanh Xuan,Phu Yen,,Benh dong kinh ,Mercaptobenzothiazole,BN007637
BN007638,CS000034,Cong Ngoc Lam,79201007638,4/15/1979,1302,Nguyen Thien Thuat,Phu Nhuan,Ninh Binh,,Benh mau kho dong ,,BN007638
BN007639,CS000044,Chu Vuong Thuy,79201007639,9/18/1955,1770,De Tham,3,Ha Tinh,,Benh tieu duong ,Mercapto hon hop,BN007639
BN007640,CS000018,Ly Thanh Quoc,79201007640,3/2/1978,2804,Nguyen Thi Minh Khai,Binh Tan,Dak Lak,,Benh bach tang,Mercaptobenzothiazole,BN007640
BN007641,CS000025,Chung Van Danh,79201007641,8/25/1985,607,Nguyen Thi Minh Khai,Cai Rang,Tien Giang,,Benh mau kho dong ,,BN007641
BN007642,CS000041,Ly Hoang Hanh,79201007642,9/26/1959,2151,Nguyen Trai,1,Lam Dong,,,,BN007642
BN007643,CS000012,Cong Hung Niem,79201007643,7/16/1991,2391,Trung Trac,Ngu Hanh Son,Lao Cai,,Benh tieu duong ,,BN007643
BN007644,CS000010,Chung Anh Ba,79201007644,1/17/1963,1825,Cach Mang Thang Tam,Tay Ho,Lang Son,,Cao huyet ap,,BN007644
BN007645,CS000002,Phuong Tan Au,79201007645,7/19/1953,1245,Nguyen Du,Hoan Kiem,Ha Noi,,Benh bach tang,Quaternium,BN007645
BN007646,CS000006,Cong Ba Nam,79201007646,10/19/1955,3033,Pho Hue,Long Bien,Hoa Binh,,Hoi chung Down ,Kali diicat,BN007646
BN007647,CS000032,Lac Duc Thy,79201007647,2/10/1992,4563,Nguyen Thien Thuat,Tan Binh,Ha Giang,,Hoi chung Down ,,BN007647
BN007648,CS000023,Duong Dai Nga,79201007648,10/14/1986,68,Nguyen Thien Thuat,Binh Thanh,Dong Thap,,,,BN007648
BN007649,CS000034,Vu Thanh Nghia,79201007649,10/31/1989,4256,Bai Say,Cai Rang,Phu Tho,,,Budesonide,BN007649
BN007650,CS000001,Hinh Thai Sinh,79201007650,3/17/1984,2740,Pham Ngu Lao,Hoang Sa,Lang Son,,Benh dong kinh ,,BN007650
BN007651,CS000045,Vu Duy Phi,79201007651,5/24/1999,579,Nguyen Thien Thuat,Cam Le,Kon Tum,,Benh bach tang,,BN007651
BN007652,CS000044,Chu Vuong Chuc,79201007652,9/4/1977,3090,Phan Van Truong,Ha Dong ,Thua Thien-Hue,,Benh dong kinh ,Quaternium,BN007652
BN007653,CS000023,Huong Vinh Nam,79201007653,8/11/1952,1055,Nguyen Chi Thanh,Tan Binh,Phu Tho,,,Bacitracin,BN007653
BN007654,CS000017,Phung Duy Khanh,79201007654,11/18/1953,3752,Pham Hong Thai,Son Tra,Ninh Binh,,,,BN007654
BN007655,CS000042,Cong Dai Va,79201007655,6/9/1963,274,Cong Quynh ,8,Hai Duong,,Cao huyet ap,,BN007655
BN007656,CS000005,La Viet Niem,79201007656,6/24/1987,1522,De La Thanh,Hong Bang,Dong Thap,,,,BN007656
BN007657,CS000003,Truon Thong Phi,79201007657,5/14/1968,2753,Nguyen Du,Thu Duc,Son La,,,,BN007657
BN007658,CS000001,Quach Trong Khoan,79201007658,9/10/1976,3593,Dang Tran Con,Cam Le,Quang Binh,,,,BN007658
BN007659,CS000021,Trung Ba Chuong,79201007659,9/27/1971,2967,Nguyen Thi Minh Khai,6,Thua Thien-Hue,,,,BN007659
BN007660,CS000032,Tran Quang Thuy,79201007660,2/1/1972,645,Trung Nhi,Phu Nhuan,Quang Ngai,,Hoi chung Turner,Mercapto hon hop,BN007660
BN007661,CS000005,Khuong Anh Vinh,79201007661,3/6/1975,898,Nguyen Chi Thanh,Le Chan,Lang Son,,Hoi chung Down ,Imidazolidinyl ure,BN007661
BN007662,CS000026,Duong Thai Nga,79201007662,2/15/1974,1421,Nguyen Chi Thanh,Hoa Vang,Kien Giang,,,,BN007662
BN007663,CS000015,Binh Thu Va,79201007663,10/11/1995,3600,Ba Trieu,Hai Chau,Lao Cai,,Benh dong kinh ,,BN007663
BN007664,CS000037,Lang Thong Niem,79201007664,7/5/1965,4767,Bach Mai,1,Ha Nam,,Benh tim ,,BN007664
BN007665,CS000030,Lanh Kim Xuong,79201007665,7/31/1996,3451,Nguyen Thai Hoc,Cau Giay,Thanh Hoa,,,,BN007665
BN007666,CS000031,Binh An Cat,79201007666,6/28/1950,4436,Le Loi,4,Tien Giang,,,Hon hop Caine,BN007666
BN007667,CS000031,Phan Quo Thoa,79201007667,12/13/1998,3544,Bai Say,11,Soc Trang,,Benh bach tang,,BN007667
BN007668,CS000044,Hoang Le Chau,79201007668,9/16/1966,1031,Nguyen Thai Hoc,9,Nghe An,,,Bacitracin,BN007668
BN007669,CS000043,Le  Ba Uyen,79201007669,6/9/1958,4667,Cong Quynh ,Hai Ba Trung,Lao Cai,,,Bacitracin,BN007669
BN007670,CS000042,Ho Ha Cong,79201007670,4/18/1999,1488,Pham Hong Thai,Tu Liem,Quang Ngai,,,Budesonide,BN007670
BN007671,CS000019,Trung Le Sinh,79201007671,7/9/1957,3577,Truong Dinh,Hai Chau,Dak Nong,,Benh tieu duong ,Hon hop cao su den ,BN007671
BN007672,CS000006,Pham Van Luong,79201007672,4/19/1950,387,Vo Van Kiet,Tan Phu,Quang Binh,,,,BN007672
BN007673,CS000016,Ly Thong Lam,79201007673,7/3/1965,490,Bui Vien,Tu Liem,Hung Yen,,,,BN007673
BN007674,CS000032,Trung Hung Luan,79201007674,10/27/1998,4307,Nguyen Cong Tru,Hong Bang,Vinh Phuc,,,Hon hop Carba,BN007674
BN007675,CS000011,Binh Ba Thu,79201007675,8/6/1959,2678,Ho Tung Mau,Go Vap,Thua Thien-Hue,,,Kali diicat,BN007675
BN007676,CS000029,Chau Nhu Huong,79201007676,7/31/1963,1686,Phan Van Truong,Tay Ho,Gia Lai,,,,BN007676
BN007677,CS000041,Ly The Sinh,79201007677,8/7/1951,3544,Trinh Van Can,Binh Thuy,Soc Trang,,,Diazolidinyl ure,BN007677
BN007678,CS000008,Chau Duc Song,79201007678,12/10/1974,643,Pham Ngu Lao,12,Bac Kan,,,,BN007678
BN007679,CS000025,Phung Vinh Anh,79201007679,5/31/1959,3952,Bai Say,5,Lang Son,,Benh bach tang,,BN007679
BN007680,CS000032,Duong Hoang Ba,79201007680,9/7/1969,1684,Dong Xuan,5,Yen Bai,,Benh bach tang,Bronopol,BN007680
BN007681,CS000047,Thinh Le Thuy,79201007681,10/12/1970,1190,Nguyen Chi Thanh,Thot Not,Thai Binh,,Cao huyet ap,Bronopol,BN007681
BN007682,CS000034,Ho Dinh Canh,79201007682,6/17/1983,281,Nguyen Du,Hai Chau,Binh Phuoc,,,,BN007682
BN007683,CS000039,Hua Vuong Chanh,79201007683,8/12/1996,1782,Ho Tung Mau,Go Vap,An Giang,,Hoi chung Down ,Hon hop Caine,BN007683
BN007684,CS000001,Quang Hung Anh,79201007684,10/12/1971,4026,Le Thanh Ton,4,Kon Tum,,,,BN007684
BN007685,CS000010,Hua Ha Tho,79201007685,4/7/1999,1027,Nguyen Du,12,Lai Chau,,,,BN007685
BN007686,CS000026,Huynh Tan Thuan,79201007686,10/2/1959,3021,Dang Thi Nhu,7,Ninh Binh,,,,BN007686
BN007687,CS000016,Dang The Phong,79201007687,8/5/1984,2265,Nguyen Du,Tan Phu,Phu Yen,,,Mercaptobenzothiazole,BN007687
BN007688,CS000027,Huong Minh Luyen,79201007688,4/5/1950,261,Nguyen Thai Hoc,Hoang Mai,Quang Binh,,,,BN007688
BN007689,CS000017,Khuong Nhu Phong,79201007689,6/20/1967,4325,De Tham,4,Bac Giang,,Cao huyet ap,Imidazolidinyl ure,BN007689
BN007690,CS000006,Chau Quo Lam,79201007690,6/1/1986,4828,Nguyen Trung Truc,Dong Da,Thanh Hoa,,Hoi chung Turner,Kali diicat,BN007690
BN007691,CS000033,Nguyen  Hieu Cuc,79201007691,3/18/1954,4622,Le Loi,9,Dak Lak,,,Hon hop Carba,BN007691
BN007692,CS000010,Dang Quo Chau,79201007692,3/25/1972,2712,Nguyen Du,8,Tien Giang,,Hoi chung Turner,,BN007692
BN007693,CS000030,Quan Hoang Ba,79201007693,12/16/1975,1819,Le Loi,Ngo Quyen,Lang Son,,,,BN007693
BN007694,CS000022,Bui Hieu Dung,79201007694,11/22/1957,2416,Pham Hong Thai,Phu Nhuan,Tien Giang,,Cao huyet ap,,BN007694
BN007695,CS000048,Hoang Ba Lam,79201007695,8/11/1979,1578,Nguyen Du,Hai Chau,Dak Lak,,,Ethylenediamine,BN007695
BN007696,CS000049,Pham Xuan Thuy,79201007696,5/20/1974,1374,Nguyen Chi Thanh,Hong Bang,Bac Giang,,,,BN007696
BN007697,CS000048,Cong Xuan Cong,79201007697,5/21/1955,4889,Le Thanh Ton,Dong Da,Dak Lak,,Hoi chung Turner,,BN007697
BN007698,CS000048,Phung Van Kiet,79201007698,2/4/1970,3274,Pham Hong Thai,12,Bac Giang,,Hoi chung Down ,,BN007698
BN007699,CS000004,Phuong Gia Chinh,79201007699,1/3/1968,2577,Pham Hong Thai,Ba Dinh,Tra Vinh,,Hoi chung Turner,,BN007699
BN007700,CS000032,Hinh Phu Thuy,79201007700,4/24/1953,2661,Bach Mai,Ba Dinh,Lam Dong,,,Quaternium,BN007700
BN007701,CS000035,Ngo Ha Phong,79201007701,4/3/1985,4559,Nguyen Cong Tru,Do Son,Hoa Binh,,,Hon hop Carba,BN007701
BN007702,CS000001,Lac Vinh Manh,79201007702,12/5/1958,552,Pham Ngu Lao,Hoa Vang,Phu Tho,,Hoi chung Klinefelter,Quaternium,BN007702
BN007703,CS000032,Le  Ba Manh,79201007703,6/3/1968,3236,Ly Tu Trong,Ngo Quyen,Binh Thuan,,,Budesonide,BN007703
BN007704,CS000035,Sam Xuan Cuc,79201007704,2/23/1952,1805,Nam Ky Khoi Nghia,1,Ha Nam,,Benh mu mau ,Diazolidinyl ure,BN007704
BN007705,CS000048,Vo Duy Thy,79201007705,10/24/1997,39,Nguyen Du,2,Ho Chi Minh,,Hoi chung Turner,,BN007705
BN007706,CS000048,Le  Thanh Cao,79201007706,5/19/1989,3961,Le Lai,11,Quang Ninh,,Benh mu mau ,,BN007706
BN007707,CS000025,Quang An Long,79201007707,3/29/1954,1140,Nguyen Trung Truc,1,Lai Chau,,Benh tim ,Budesonide,BN007707
BN007708,CS000030,Ly Dinh Phong,79201007708,1/20/1989,121,Le Thi Rieng,Tan Phu,Thai Nguyen,,Hoi chung Klinefelter,,BN007708
BN007709,CS000007,Le  Trong Chuong,79201007709,6/25/1986,82,Nam Ky Khoi Nghia,Ba Dinh,Dong Thap,,,Mercaptobenzothiazole,BN007709
BN007710,CS000023,Quang Quo Kien,79201007710,2/8/1957,1528,Trung Nhi,Kien An,Ha Nam,,,Ethylenediamine,BN007710
BN007711,CS000028,Sam Thu Thuong,79201007711,1/7/1958,4872,Nguyen Thi Minh Khai,12,Tra Vinh,,,,BN007711
BN007712,CS000010,Ly Thanh Nghia,79201007712,3/6/1982,954,Pham Hong Thai,Ngo Quyen,Dong Thap,,Cao huyet ap,,BN007712
BN007713,CS000040,Pham Hong Yen,79201007713,2/26/1975,2795,Truong Dinh,Binh Tan,Ninh Binh,,Benh mu mau ,,BN007713
BN007714,CS000032,Vo Viet Chuc,79201007714,9/20/1967,4930,Trinh Van Can,1,Bac Lieu,,,,BN007714
BN007715,CS000011,Quach Quang Nhiem,79201007715,5/5/1979,13,Nguyen Cong Tru,2,Ninh Thuan,,,,BN007715
BN007716,CS000038,Truon Kim Chuc,79201007716,1/3/1951,29,Hai Ba Trung,Cam Le,Dien Bien,,Hoi chung Klinefelter,Kali diicat,BN007716
BN007717,CS000046,Phan Ha Chi,79201007717,7/6/1961,3654,Cach Mang Thang Tam,Hai An,Vinh Phuc,,Hoi chung Turner,,BN007717
BN007718,CS000039,Tran The Dao,79201007718,2/19/1980,2611,Cong Quynh ,Lien Chieu,Ben Tre,,,Imidazolidinyl ure,BN007718
BN007719,CS000008,Binh Mai Thinh,79201007719,9/22/1987,3076,Nguyen Thi Minh Khai,4,Hung Yen,,,,BN007719
BN007720,CS000038,Lac Dinh Hien,79201007720,10/13/1968,4865,Ba Trieu,Tan Binh,Nghe An,,Hoi chung Klinefelter,Kali diicat,BN007720
BN007721,CS000050,Quach Hung Khoan,79201007721,7/2/1968,4417,Nguyen Cong Tru,Lien Chieu,Tien Giang,,Benh tieu duong ,,BN007721
BN007722,CS000044,Ho Tan Thu,79201007722,8/10/1961,812,Nguyen Du,2,Ho Chi Minh,,Cao huyet ap,Hon hop Carba,BN007722
BN007723,CS000036,Thinh Nhu Chuc,79201007723,9/11/1986,933,Nguyen Trai,Thu Duc,Ha Giang,,Benh dong kinh ,Quaternium,BN007723
BN007724,CS000038,Truon Gia Cuc,79201007724,4/13/1963,4285,Nguyen Du,Thanh Xuan,Dien Bien,,,,BN007724
BN007725,CS000007,Quang Thanh Thuong,79201007725,6/8/1989,4844,Le Thanh Ton,8,Dak Lak,,,,BN007725
BN007726,CS000016,Cong Phu Kien,79201007726,10/25/1960,2060,Vo Van Kiet,Cam Le,Bac Lieu,,Hoi chung Turner,,BN007726
BN007727,CS000031,Duong Vinh Long,79201007727,10/29/1995,4385,Trung Trac,Hoang Sa,Vinh Long,,Benh tieu duong ,Budesonide,BN007727
BN007728,CS000001,Bach Thanh Chu,79201007728,4/16/1985,1080,Ham Nghi,Hai Chau,Quang Ngai,,Benh tim ,,BN007728
BN007729,CS000004,Lang Thong Cuc,79201007729,11/26/1983,3398,Nguyen Trung Truc,Hoang Sa,Hoa Binh,,Hoi chung Turner,Mercapto hon hop,BN007729
BN007730,CS000049,Phan Trong Yen,79201007730,7/19/1988,2968,Nguyen Chi Thanh,11,Binh Dinh,,,Bacitracin,BN007730
BN007731,CS000046,Lanh Ngoc Hue,79201007731,11/17/1953,267,Nguyen Thi Minh Khai,Son Tra,Ha Tinh,,,Disperse blue 106,BN007731
BN007732,CS000035,Huong Vinh Chi,79201007732,4/21/1974,1118,De Tham,Ngo Quyen,Ba Ria-Vung Tau,,,,BN007732
BN007733,CS000005,Truon Thi Phe,79201007733,4/18/1967,2252,Pham Ngu Lao,Binh Tan,Vinh Long,,,,BN007733
BN007734,CS000033,Quan An Tho,79201007734,9/1/1961,732,Ba Trieu,Cai Rang,Quang Ngai,,Hoi chung Turner,Hon hop Carba,BN007734
BN007735,CS000047,Lang Gia Chau,79201007735,4/27/1976,4397,Trung Trac,Phu Nhuan,Dak Nong,,,Diazolidinyl ure,BN007735
BN007736,CS000042,Quan Thi Huong,79201007736,10/19/1952,1410,Ho Tung Mau,Ha Dong ,Lam Dong,,,,BN007736
BN007737,CS000049,Cong Phu Nga,79201007737,8/21/1952,3948,Trinh Van Can,Hoang Sa,Bac Lieu,,Benh tim ,Mercapto hon hop,BN007737
BN007738,CS000024,Ly Thong Song,79201007738,11/26/1953,2869,Nguyen Trai,2,An Giang,,Benh tieu duong ,Bronopol,BN007738
BN007739,CS000030,Sam Minh Suong,79201007739,8/9/1966,341,Nguyen Thai Binh,5,Lai Chau,,,,BN007739
BN007740,CS000046,Quang Quang Nham,79201007740,4/19/1988,4917,Cach Mang Thang Tam,Hong Bang,Binh Thuan,,Benh tim ,,BN007740
BN007741,CS000044,Do Trong Tho,79201007741,1/18/1951,557,Nguyen Trung Truc,Binh Tan,Hoa Binh,,,Ethylenediamine,BN007741
BN007742,CS000047,Ly Minh Duyen,79201007742,7/5/1966,1975,Bai Say,Binh Thanh,Binh Dinh,,Benh bach tang,,BN007742
BN007743,CS000013,La Dai Duyen,79201007743,9/22/1988,2337,Ba Trieu,12,Tay Ninh,,,,BN007743
BN007744,CS000031,Chu Duc Cuc,79201007744,12/17/1989,4674,Ho Tung Mau,Hoa Vang,Da Nang,,,,BN007744
BN007745,CS000007,Phan Ba Luan,79201007745,7/10/1978,3827,Bui Vien,Thot Not,Binh Dinh,,Benh dong kinh ,,BN007745
BN007746,CS000049,Huong Ba Hien,79201007746,10/5/1992,4541,Phan Chu Trinh,1,Dak Lak,,Benh bach tang,,BN007746
BN007747,CS000022,Do Hong Phe,79201007747,11/19/1982,3769,Phan Boi Chau,Thanh Xuan,Ha Noi,,Benh dong kinh ,,BN007747
BN007748,CS000006,Phung Anh Bang,79201007748,2/1/1973,1149,Nguyen Thien Thuat,Cai Rang,Hau Giang,,Benh bach tang,Hon hop Carba,BN007748
BN007749,CS000018,Truon Kim Danh,79201007749,11/1/1981,4644,Ham Nghi,Hai Ba Trung,Long An,,Hoi chung Turner,,BN007749
BN007750,CS000027,Ho Thi Ai,79201007750,7/13/1961,3715,Dong Xuan,Dong Da,Lam Dong,,Cao huyet ap,Hon hop Caine,BN007750
BN007751,CS000013,La Kim Bich,79201007751,12/16/1952,661,Cong Quynh ,Tay Ho,Vinh Long,,Benh bach tang,Bronopol,BN007751
BN007752,CS000029,Cong Thanh Huy,79201007752,1/23/1987,4728,Dang Thi Nhu,Duong Kinh,Bac Kan,,Benh dong kinh ,Hon hop Carba,BN007752
BN007753,CS000015,Quang Trong Nguyet,79201007753,3/13/1951,2764,De La Thanh,Thot Not,Ha Noi,,,,BN007753
BN007754,CS000017,Quan An Song,79201007754,3/18/1984,2226,Pham Ngu Lao,Tay Ho,Dak Lak,,Hoi chung Klinefelter,Mercaptobenzothiazole,BN007754
BN007755,CS000021,Phuong Ha Bach,79201007755,3/29/1995,2490,Nguyen Thien Thuat,Cau Giay,Tien Giang,,Hoi chung Turner,Hon hop Caine,BN007755
BN007756,CS000027,Thinh Dai Quynh,79201007756,6/12/1967,4221,Nam Ky Khoi Nghia,Binh Tan,Phu Yen,,,,BN007756
BN007757,CS000036,Hinh Phu Nga,79201007757,7/5/1953,1795,Nguyen Du,Binh Thanh,Son La,,,Mercapto hon hop,BN007757
BN007758,CS000030,Le  Duc Lang,79201007758,11/27/1951,3760,Pham Ngu Lao,Hoang Sa,Lai Chau,,,Imidazolidinyl ure,BN007758
BN007759,CS000029,Vu Quang Cat,79201007759,5/1/1995,441,Truong Dinh,Hoang Mai,Ha Giang,,Hoi chung Turner,Disperse blue 106,BN007759
BN007760,CS000031,Ho Ba Bich,79201007760,9/10/1989,1193,Phan Boi Chau,Cam Le,Can Tho,,,,BN007760
BN007761,CS000015,Phung Hoang Quyen,79201007761,8/21/1968,1474,Tran Hung Dao,Go Vap,Ninh Thuan,,,Hon hop Carba,BN007761
BN007762,CS000020,Bui An Anh,79201007762,10/21/1983,1382,Ham Nghi,Long Bien,Kien Giang,,,Mercaptobenzothiazole,BN007762
BN007763,CS000026,Hua An Yen,79201007763,9/8/1978,658,Bui Thi Xuan,Hoan Kiem,Bac Lieu,,Benh bach tang,,BN007763
BN007764,CS000018,Duong Trong Chau,79201007764,9/1/1951,1174,Cach Mang Thang Tam,Ha Dong ,Ninh Binh,,,Imidazolidinyl ure,BN007764
BN007765,CS000042,Hinh Van Khoa,79201007765,4/24/1983,3188,Le Lai,1,Ha Tinh,,,Diazolidinyl ure,BN007765
BN007766,CS000047,Cong Viet Chuc,79201007766,9/4/1969,3908,Cong Quynh ,2,Bac Lieu,,,Bronopol,BN007766
BN007767,CS000033,Vu Hoang Huyen,79201007767,2/25/1960,3718,Phan Chu Trinh,Thanh Khe,Hai Duong,,Benh mu mau ,Imidazolidinyl ure,BN007767
BN007768,CS000033,Pham The Pham,79201007768,10/29/1966,826,Nguyen Du,Binh Tan,Vinh Phuc,,Hoi chung Klinefelter,,BN007768
BN007769,CS000015,Khuong Thong Luong,79201007769,2/1/1965,2763,Nguyen Thai Binh,Dong Da,Thai Nguyen,,Benh tim ,Quaternium,BN007769
BN007770,CS000025,Chu Hoang Boc,79201007770,11/18/1984,881,Nguyen Thien Thuat,Tu Liem,Yen Bai,,Hoi chung Klinefelter,Disperse blue 106,BN007770
BN007771,CS000016,Lac Xuan Quynh,79201007771,2/14/1977,228,Nguyen Chi Thanh,8,Nghe An,,,Hon hop Carba,BN007771
BN007772,CS000048,Phan Duc Luong,79201007772,9/28/1987,1068,Nguyen Chi Thanh,Cau Giay,Dien Bien,,Benh mu mau ,,BN007772
BN007773,CS000024,Huynh Hoang Pham,79201007773,2/20/1987,1738,Pham Hong Thai,Ngu Hanh Son,Nam Dinh,,,,BN007773
BN007774,CS000007,Hua Vuong Cong,79201007774,11/2/1958,4726,Trung Trac,Hoang Sa,Hai Phong,,Benh mu mau ,,BN007774
BN007775,CS000046,Ho Dang Nghiem,79201007775,4/28/1960,1237,Bach Mai,Ha Dong ,Lao Cai,,Benh tieu duong ,,BN007775
